-5.97215	4.32768	0.0590896	-1.52383	-5.9209	4.2852	-5.9355	4.3238	-0.5091	-0.8607
-6.03361	4.03782	0.186786	-0.884779	-6.25949	4.24562	-6.1142	3.9662	-0.3972	-0.9177
-6.14629	3.56102	-0.299252	-1.14896	-6.1707	3.5574	-6.2467	3.589	-0.279	-0.9603
-6.05522	3.18582	0.127531	-0.853368	-5.91755	3.14718	-6.3308	3.1983	-0.1564	-0.9877
-6.55692	2.88013	-1.41264	-0.682022	-6.653	2.9069	-6.3653	2.8	-0.0314	-0.9995
-6.68689	2.49453	0.0433596	-1.08944	-6.67282	2.49182	-6.3496	2.4006	0.0941	-0.9956
-6.33939	1.99209	0.978042	-1.28872	-6.2781	1.975	-6.284	2.0063	0.2181	-0.9759
-6.11335	1.72788	0.329193	-0.562431	-6.07574	1.75956	-6.1694	1.6233	0.3387	-0.9409
-5.91209	1.13878	0.55089	-1.46458	-5.8916	1.1045	-6.0078	1.2577	0.454	-0.891
-5.58185	0.739173	0.765292	-0.957612	-5.4994	0.751403	-5.8016	0.9152	0.5621	-0.8271
-5.64219	0.494495	-0.276489	-0.623766	-5.7123	0.5086	-5.5541	0.6013	0.6613	-0.7501
-5.17883	0.219285	1.06198	-0.684733	-4.85509	0.206917	-5.2693	0.3208	0.7501	-0.6613
-4.9715	-0.18292	0.444118	-1.01378	-5.0126	-0.1942	-4.9515	0.0783	0.8271	-0.5621
-4.6436	-0.06243	1.04946	0.420927	-4.63823	-0.0393917	-4.6058	-0.1224	0.891	-0.454
-4.32012	-0.136849	0.767382	-0.245996	-4.3417	-0.164	-4.2377	-0.2783	0.9409	-0.3388
-3.82191	-0.531282	0.950326	-1.05516	-3.57424	-0.502569	-3.853	-0.3868	0.9759	-0.2182
-3.58443	-0.519865	0.546576	0.192334	-3.6092	-0.4699	-3.4577	-0.4463	0.9956	-0.0941
-3.24	-0.610247	0.890735	-0.252271	-3.19947	-0.605682	-3.0581	-0.4557	0.9995	0.0314
-2.85789	-0.581803	0.960865	0.137846	-2.852	-0.565	-2.6604	-0.4149	0.9877	0.1564
-2.31066	-0.380966	0.602326	0.354764	-1.82292	-0.304651	-2.271	-0.3247	0.9603	0.279
-1.9531	-0.160514	0.92927	0.598183	-1.9304	-0.148	-1.896	-0.1863	0.9178	0.3971
-0.179931	9.77506	6.60173	26.1975	-1.36338	-0.00748857	-1.5412	-0.002	0.8608	0.509
-0.570065	2.81245	-2.27635	-33.5407	-1.087	0.084	-1.2124	0.2252	0.7902	0.6129
31.5945	-4.55826	87.987	-6.69877	-1.04936	0.592756	-0.9146	0.4919	0.7071	0.7071
2.34755	0.24596	-39.8576	9.87628	-0.9175	0.9174	-0.6526	0.7938	0.6129	0.7901
-0.138644	8.09004	2.44651	18.5599	-0.39928	1.12515	-0.4305	1.1262	0.5091	0.8607
-0.370732	1.98019	2.56319	-6.65555	-0.0843	1.361	-0.2519	1.4838	0.3972	0.9177
2.74242	0.465075	7.98248	-3.33147	-0.12432	1.94583	-0.1194	1.861	0.279	0.9603
0.670306	1.82292	-7.60576	3.47959	-0.2611	2.3673	-0.0353	2.2518	0.1565	0.9877
0.25714	3.63326	-0.430981	4.26499	-0.0136678	2.48336	-0.0008	2.65	0.0314	0.9995
-0.156155	3.66915	-1.07561	-0.286367	-0.1341	3.4292	0.0071	3.0498	0.0628	0.998
0.0388741	3.64462	0.306641	1.76873	0.0663409	2.65347	0.0603	3.446	0.1874	0.9823
0.0548222	4.10916	-0.00583914	1.07989	0.0446	4.0652	0.1627	3.8324	0.309	0.951
0.328918	4.55503	0.723667	0.757614	0.368291	4.7367	0.3128	4.2029	0.4258	0.9048
0.347103	4.38391	-0.0282607	-0.589682	0.3171	4.2935	0.5081	4.5517	0.5359	0.8443
0.485636	4.86425	0.351353	1.08739	0.551504	5.26359	0.7456	4.8732	0.6374	0.7705
1.31969	5.31902	2.32772	1.14415	1.3995	5.3271	1.0215	5.1624	0.729	0.6845
1.36251	5.76928	-0.14567	0.855029	1.27437	5.74475	1.3315	5.4148	0.809	0.5878
1.81069	5.81781	1.09216	0.12765	1.8519	5.7879	1.6707	5.6263	0.8763	0.4817
2.16004	5.93563	0.876919	0.357679	2.13763	5.92594	2.0337	5.7937	0.9298	0.3681
2.51291	5.91235	0.853395	-0.101738	2.5068	5.8835	2.4149	5.9142	0.9686	0.2487
2.63186	6.04176	0.184571	0.206862	2.62743	6.15267	2.8081	5.9861	0.9921	0.1253
3.14847	6.16743	1.30603	0.402615	3.1968	6.1943	3.2072	6.008	1	0
3.9187	6.05276	2.12341	-0.0761328	3.85821	5.84421	3.606	5.9798	0.9921	-0.1254
3.93302	5.87448	0.0269293	-0.670332	3.8368	5.8076	3.9981	5.9018	0.9686	-0.2487
4.25288	5.47244	1.32443	-0.370023	4.05424	5.1237	4.3772	5.7753	0.9298	-0.3681
4.51889	5.51682	0.702553	0.0829652	4.4984	5.5319	4.7376	5.6023	0.8763	-0.4818
4.80745	5.32319	0.567067	-0.705559	4.86773	5.34504	5.0734	5.3854	0.809	-0.5878
5.46376	5.13771	1.68704	-0.340996	5.5231	5.176	5.3794	5.1282	0.729	-0.6846
5.76523	4.8787	0.949285	-0.455306	5.50266	4.69821	5.6508	4.8347	0.6374	-0.7705
6.02761	4.33477	0.528092	-1.36376	5.9893	4.2874	5.8832	4.5094	0.5358	-0.8443
6.07065	4.22477	-0.173946	-0.341645	6.15048	4.40017	6.073	4.1576	0.4258	-0.9048
6.27977	3.74146	0.508319	-1.11863	6.3083	3.7204	6.2172	3.7848	0.309	-0.9511
6.35843	3.17461	0.399259	-1.32513	6.18756	3.08414	6.3136	3.3969	0.1874	-0.9823
6.27547	2.80409	-0.238592	-0.987718	6.2413	2.8084	6.3606	2.9999	0.0628	-0.998
6.49808	2.40299	0.457965	-1.06541	6.69435	2.44363	6.3574	2.6002	-0.0628	-0.998
6.15655	2.20663	-0.979212	-0.568869	6.0713	2.2097	6.3042	2.204	-0.1874	-0.9823
5.97857	1.95964	-0.579843	-0.680808	6.14442	1.99604	6.2018	1.8176	-0.309	-0.9511
6.1094	1.64957	0.433835	-0.738122	6.1734	1.6572	6.0517	1.4471	-0.4258	-0.9048
6.06791	1.3035	-0.0414496	-0.852933	5.93273	1.27506	5.8564	1.0983	-0.5358	-0.8443
5.84661	0.939948	-0.622938	-0.916585	5.808	0.9341	5.6189	0.7768	-0.6374	-0.7705
5.42089	0.509012	-1.0281	-1.08235	5.31623	0.495839	5.343	0.4875	-0.729	-0.6845
4.95951	0.0299125	-1.171	-1.19926	4.9497	0.0253	5.033	0.2352	-0.809	-0.5878
4.86337	-0.0707638	-0.565721	-0.142603	5.17609	-0.00828176	4.6938	0.0236	-0.8763	-0.4817
4.41712	-0.180904	-1.18536	-0.27419	4.3765	-0.1839	4.3307	-0.1437	-0.9298	-0.3681
3.85098	-0.219135	-1.26938	-0.0952629	3.72982	-0.209463	3.9496	-0.2643	-0.9686	-0.2487
3.49406	-0.602263	-0.840451	-1.0971	3.5249	-0.6441	3.5564	-0.3361	-0.9921	-0.1253
3.35623	-0.496805	-0.0807813	0.275688	3.19293	-0.436285	3.1572	-0.358	-1	0
2.98627	-0.384998	-1.03587	0.277475	2.9252	-0.3774	2.7585	-0.3298	-0.9921	0.1253
2.70589	-0.420422	-0.785382	-0.101537	2.81239	-0.448958	2.3664	-0.2518	-0.9686	0.2487
2.40739	-0.0571898	-0.721941	1.19527	2.4086	0	1.9872	-0.1253	-0.9298	0.3681
1.51525	0.04142	-1.7312	0.316297	0.912981	0.0678678	1.6269	0.0477	-0.8763	0.4818
1.41192	0.0826291	-0.0526912	0.00798833	1.5208	0.0764	1.2911	0.2646	-0.809	0.5878
1.40038	0.674545	-0.283018	1.54998	1.4025	0.741604	0.9851	0.5218	-0.729	0.6845
0.966264	1.0028	-1.18306	0.555177	0.9048	0.9558	0.7137	0.8153	-0.6374	0.7705
0.507348	1.36059	-1.05671	1.1345	0.482512	1.30282	0.4813	1.1405	-0.5358	0.8443
0.145717	1.42423	-0.754986	-0.0298459	0.1526	1.3514	0.2915	1.4923	-0.4258	0.9048
0.113879	1.59707	-0.232988	2.14483	0.0745789	0.765676	0.1473	1.8652	-0.309	0.9511
0.00593496	2.3763	-0.287353	1.92048	0.004	2.3615	0.0509	2.2531	-0.1874	0.9823
-0.0786014	2.67055	-0.218327	1.0475	-0.0683108	2.28368	0.0039	2.6501	-0.0628	0.998
